scenario_id,workload,pid,current_tick,arrival_time,burst_time,remaining_burst,waiting_time,io_bound,priority,deadline,slack_time,urgency_score,wait_ratio,burst_ratio,deadline_pressure,queue_depth,queue_avg_burst,label
cpu_heavy_d002783,cpu_heavy,P3,9,4,13,13,5,0,2,24,15,1.1538,0.2778,0.3768,0.0625,4,34.5,1
cpu_heavy_d002783,cpu_heavy,P5,9,9,19,19,0,0,5,40,31,1.6316,0.0,0.5507,0.0312,4,34.5,0
cpu_heavy_d002783,cpu_heavy,P6,9,9,91,91,0,0,1,251,242,2.6593,0.0,2.6377,0.0041,4,34.5,0
cpu_heavy_d002784,cpu_heavy,P2,22,3,15,15,19,0,3,38,16,1.0667,0.5588,0.36,0.0588,3,41.67,1
cpu_heavy_d002784,cpu_heavy,P5,22,9,19,19,13,0,5,40,18,0.9474,0.4062,0.456,0.0526,3,41.67,0
cpu_heavy_d002784,cpu_heavy,P6,22,9,91,91,13,0,1,251,229,2.5165,0.125,2.184,0.0043,3,41.67,0
cpu_heavy_d002785,cpu_heavy,P5,37,9,19,19,28,0,5,40,3,0.1579,0.5957,0.3455,0.25,2,55.0,1
cpu_heavy_d002785,cpu_heavy,P6,37,9,91,91,28,0,1,251,214,2.3516,0.2353,1.6545,0.0047,2,55.0,0
cpu_heavy_d002786,cpu_heavy,P6,56,9,91,91,47,0,1,251,195,2.1429,0.3406,1.0,0.0051,1,91.0,1
cpu_heavy_d002787,cpu_heavy,P1,1,1,10,10,0,0,1,16,15,1.5,0.0,1.0,0.0625,1,10.0,1
cpu_heavy_d002788,cpu_heavy,P2,11,7,6,6,4,0,1,24,13,2.1667,0.4,1.0,0.0714,1,6.0,1
cpu_heavy_d002789,cpu_heavy,P3,18,18,30,30,0,0,3,107,89,2.9667,0.0,1.0526,0.0111,2,28.5,0
cpu_heavy_d002789,cpu_heavy,P4,18,18,27,27,0,0,5,62,44,1.6296,0.0,0.9474,0.0222,2,28.5,1
cpu_heavy_d002790,cpu_heavy,P3,45,18,30,30,27,0,3,107,62,2.0667,0.4737,1.3158,0.0159,5,22.8,0
cpu_heavy_d002790,cpu_heavy,P5,45,27,27,27,18,0,4,102,57,2.1111,0.4,1.1842,0.0172,5,22.8,0
cpu_heavy_d002790,cpu_heavy,P6,45,27,19,19,18,0,5,75,30,1.5789,0.4865,0.8333,0.0323,5,22.8,0
cpu_heavy_d002790,cpu_heavy,P7,45,29,6,6,16,1,2,39,0,0.0,0.7273,0.2632,1.0,5,22.8,1
cpu_heavy_d002790,cpu_heavy,P8,45,30,32,32,15,0,5,82,37,1.1562,0.3191,1.4035,0.0263,5,22.8,0
cpu_heavy_d002791,cpu_heavy,P3,51,18,30,30,33,0,3,107,56,1.8667,0.5238,1.1111,0.0175,4,27.0,0
cpu_heavy_d002791,cpu_heavy,P5,51,27,27,27,24,0,4,102,51,1.8889,0.4706,1.0,0.0192,4,27.0,0
cpu_heavy_d002791,cpu_heavy,P6,51,27,19,19,24,0,5,75,24,1.2632,0.5581,0.7037,0.04,4,27.0,1
cpu_heavy_d002791,cpu_heavy,P8,51,30,32,32,21,0,5,82,31,0.9688,0.3962,1.1852,0.0312,4,27.0,0
cpu_heavy_d002792,cpu_heavy,P3,70,18,30,30,52,0,3,107,37,1.2333,0.6341,1.0112,0.0263,3,29.67,0
cpu_heavy_d002792,cpu_heavy,P5,70,27,27,27,43,0,4,102,32,1.1852,0.6143,0.9101,0.0303,3,29.67,1
cpu_heavy_d002792,cpu_heavy,P8,70,30,32,32,40,0,5,82,12,0.375,0.5556,1.0787,0.0769,3,29.67,0
cpu_heavy_d002793,cpu_heavy,P3,97,18,30,30,79,0,3,107,10,0.3333,0.7248,0.9677,0.0909,2,31.0,1
cpu_heavy_d002793,cpu_heavy,P8,97,30,32,32,67,0,5,82,0,0.0,0.6768,1.0323,1.0,2,31.0,0
cpu_heavy_d002794,cpu_heavy,P8,127,30,32,32,97,0,5,82,0,0.0,0.7519,1.0,1.0,1,32.0,1
cpu_heavy_d002795,cpu_heavy,P1,1,1,6,6,0,1,5,11,10,1.6667,0.0,0.6667,0.0909,2,9.0,1
cpu_heavy_d002795,cpu_heavy,P2,1,1,12,12,0,0,4,28,27,2.25,0.0,1.3333,0.0357,2,9.0,0
cpu_heavy_d002796,cpu_heavy,P2,7,1,12,12,6,0,4,28,21,1.75,0.3333,0.3429,0.0455,3,35.0,1
cpu_heavy_d002796,cpu_heavy,P3,7,4,49,49,3,0,5,87,80,1.6327,0.0577,1.4,0.0123,3,35.0,0
cpu_heavy_d002796,cpu_heavy,P4,7,4,44,44,3,0,4,114,107,2.4318,0.0638,1.2571,0.0093,3,35.0,0
cpu_heavy_d002797,cpu_heavy,P3,19,4,49,49,15,0,5,87,68,1.3878,0.2344,1.4307,0.0145,4,34.25,0
cpu_heavy_d002797,cpu_heavy,P4,19,4,44,44,15,0,4,114,95,2.1591,0.2542,1.2847,0.0104,4,34.25,0
cpu_heavy_d002797,cpu_heavy,P5,19,11,31,31,8,0,5,99,80,2.5806,0.2051,0.9051,0.0123,4,34.25,0
cpu_heavy_d002797,cpu_heavy,P6,19,19,13,13,0,0,2,49,30,2.3077,0.0,0.3796,0.0323,4,34.25,1
cpu_heavy_d002798,cpu_heavy,P3,32,4,49,49,28,0,5,87,55,1.1224,0.3636,1.1855,0.0179,3,41.33,0
cpu_heavy_d002798,cpu_heavy,P4,32,4,44,44,28,0,4,114,82,1.8636,0.3889,1.0645,0.012,3,41.33,0
cpu_heavy_d002798,cpu_heavy,P5,32,11,31,31,21,0,5,99,67,2.1613,0.4038,0.75,0.0147,3,41.33,1
cpu_heavy_d002799,cpu_heavy,P3,63,4,49,49,59,0,5,87,24,0.4898,0.5463,1.0538,0.04,2,46.5,0
cpu_heavy_d002799,cpu_heavy,P4,63,4,44,44,59,0,4,114,51,1.1591,0.5728,0.9462,0.0192,2,46.5,1
cpu_heavy_d002800,cpu_heavy,P3,107,4,49,49,103,0,5,87,0,0.0,0.6776,1.0,1.0,1,49.0,1
io_heavy_d002801,io_heavy,P1,0,0,8,8,0,0,4,28,28,3.5,0.0,1.7778,0.0345,2,4.5,0
io_heavy_d002801,io_heavy,P2,0,0,1,1,0,1,1,4,4,4.0,0.0,0.2222,0.2,2,4.5,1
io_heavy_d002802,io_heavy,P1,1,0,8,8,1,0,4,28,27,3.375,0.1111,1.6,0.0357,2,5.0,0
io_heavy_d002802,io_heavy,P3,1,1,2,2,0,1,5,15,14,7.0,0.0,0.4,0.0667,2,5.0,1
io_heavy_d002803,io_heavy,P1,3,0,8,8,3,0,4,28,25,3.125,0.2727,1.0,0.0385,1,8.0,1
io_heavy_d002804,io_heavy,P1,0,0,2,2,0,1,5,7,7,3.5,0.0,0.8571,0.125,3,2.33,0
io_heavy_d002804,io_heavy,P2,0,0,4,4,0,1,5,14,14,3.5,0.0,1.7143,0.0667,3,2.33,0
io_heavy_d002804,io_heavy,P3,0,0,1,1,0,1,2,6,6,6.0,0.0,0.4286,0.1429,3,2.33,1
io_heavy_d002805,io_heavy,P1,1,0,2,2,1,1,5,7,6,3.0,0.3333,0.6667,0.1429,2,3.0,1
io_heavy_d002805,io_heavy,P2,1,0,4,4,1,1,5,14,13,3.25,0.2,1.3333,0.0714,2,3.0,0
io_heavy_d002806,io_heavy,P2,3,0,4,4,3,1,5,14,11,2.75,0.4286,1.0,0.0833,1,4.0,1
io_heavy_d002807,io_heavy,P4,7,4,3,3,3,1,1,15,8,2.6667,0.5,1.0,0.1111,1,3.0,1
io_heavy_d002808,io_heavy,P5,10,8,3,3,2,1,4,26,16,5.3333,0.4,1.0,0.0588,3,3.0,0
io_heavy_d002808,io_heavy,P6,10,8,2,2,2,1,2,21,11,5.5,0.5,0.6667,0.0833,3,3.0,1
io_heavy_d002808,io_heavy,P7,10,9,4,4,1,0,2,29,19,4.75,0.2,1.3333,0.05,3,3.0,0
io_heavy_d002809,io_heavy,P5,12,8,3,3,4,1,4,26,14,4.6667,0.5714,0.8571,0.0667,2,3.5,1
io_heavy_d002809,io_heavy,P7,12,9,4,4,3,0,2,29,17,4.25,0.4286,1.1429,0.0556,2,3.5,0
io_heavy_d002810,io_heavy,P7,15,9,4,4,6,0,2,29,14,3.5,0.6,1.0,0.0667,1,4.0,1
mixed_d002811,mixed,P1,7,7,16,16,0,0,2,54,47,2.9375,0.0,1.0,0.0208,1,16.0,1
mixed_d002812,mixed,P2,23,10,6,6,13,0,1,23,0,0.0,0.6842,0.5143,1.0,3,11.67,1
mixed_d002812,mixed,P3,23,13,6,6,10,1,4,26,3,0.5,0.625,0.5143,0.25,3,11.67,0
mixed_d002812,mixed,P4,23,13,23,23,10,0,1,89,66,2.8696,0.303,1.9714,0.0149,3,11.67,0
mixed_d002813,mixed,P3,29,13,6,6,16,1,4,26,0,0.0,0.7273,0.4138,1.0,2,14.5,1
mixed_d002813,mixed,P4,29,13,23,23,16,0,1,89,60,2.6087,0.4103,1.5862,0.0164,2,14.5,0
mixed_d002814,mixed,P4,35,13,23,23,22,0,1,89,54,2.3478,0.4889,1.0,0.0182,1,23.0,1
mixed_d002815,mixed,P1,0,0,11,11,0,0,2,40,40,3.6364,0.0,1.0,0.0244,1,11.0,1
mixed_d002816,mixed,P2,11,1,4,4,10,1,2,18,7,1.75,0.7143,0.4878,0.125,5,8.2,0
mixed_d002816,mixed,P3,11,2,1,1,9,0,5,5,0,0.0,0.9,0.122,1.0,5,8.2,1
mixed_d002816,mixed,P4,11,2,5,5,9,1,3,21,10,2.0,0.6429,0.6098,0.0909,5,8.2,0
mixed_d002816,mixed,P5,11,2,24,24,9,0,3,82,71,2.9583,0.2727,2.9268,0.0139,5,8.2,0
mixed_d002816,mixed,P6,11,4,7,7,7,0,1,34,23,3.2857,0.5,0.8537,0.0417,5,8.2,0
mixed_d002817,mixed,P2,12,1,4,4,11,1,2,18,6,1.5,0.7333,0.4,0.1429,4,10.0,1
mixed_d002817,mixed,P4,12,2,5,5,10,1,3,21,9,1.8,0.6667,0.5,0.1,4,10.0,0
mixed_d002817,mixed,P5,12,2,24,24,10,0,3,82,70,2.9167,0.2941,2.4,0.0141,4,10.0,0
mixed_d002817,mixed,P6,12,4,7,7,8,0,1,34,22,3.1429,0.5333,0.7,0.0435,4,10.0,0
mixed_d002818,mixed,P4,16,2,5,5,14,1,3,21,5,1.0,0.7368,0.4167,0.1667,3,12.0,1
mixed_d002818,mixed,P5,16,2,24,24,14,0,3,82,66,2.75,0.3684,2.0,0.0149,3,12.0,0
mixed_d002818,mixed,P6,16,4,7,7,12,0,1,34,18,2.5714,0.6316,0.5833,0.0526,3,12.0,0
mixed_d002819,mixed,P5,21,2,24,24,19,0,3,82,61,2.5417,0.4419,1.5484,0.0161,2,15.5,0
mixed_d002819,mixed,P6,21,4,7,7,17,0,1,34,13,1.8571,0.7083,0.4516,0.0714,2,15.5,1
mixed_d002820,mixed,P5,28,2,24,24,26,0,3,82,54,2.25,0.52,1.0,0.0182,1,24.0,1
cpu_heavy_d002821,cpu_heavy,P1,0,0,9,9,0,0,4,17,17,1.8889,0.0,1.0,0.0556,1,9.0,1
cpu_heavy_d002822,cpu_heavy,P2,9,2,41,41,7,0,5,113,104,2.5366,0.1458,0.988,0.0095,2,41.5,1
cpu_heavy_d002822,cpu_heavy,P3,9,3,42,42,6,0,3,101,92,2.1905,0.125,1.012,0.0108,2,41.5,0
cpu_heavy_d002823,cpu_heavy,P3,50,3,42,42,47,0,3,101,51,1.2143,0.5281,1.3725,0.0192,5,30.6,0
cpu_heavy_d002823,cpu_heavy,P4,50,10,27,27,40,0,3,88,38,1.4074,0.597,0.8824,0.0256,5,30.6,0
cpu_heavy_d002823,cpu_heavy,P5,50,11,68,68,39,0,5,212,162,2.3824,0.3645,2.2222,0.0061,5,30.6,0
cpu_heavy_d002823,cpu_heavy,P6,50,15,13,13,35,0,4,37,0,0.0,0.7292,0.4248,1.0,5,30.6,0
cpu_heavy_d002823,cpu_heavy,P7,50,22,3,3,28,0,1,30,0,0.0,0.9032,0.098,1.0,5,30.6,1
cpu_heavy_d002824,cpu_heavy,P3,53,3,42,42,50,0,3,101,48,1.1429,0.5435,1.12,0.0204,4,37.5,0
cpu_heavy_d002824,cpu_heavy,P4,53,10,27,27,43,0,3,88,35,1.2963,0.6143,0.72,0.0278,4,37.5,0
cpu_heavy_d002824,cpu_heavy,P5,53,11,68,68,42,0,5,212,159,2.3382,0.3818,1.8133,0.0063,4,37.5,0
cpu_heavy_d002824,cpu_heavy,P6,53,15,13,13,38,0,4,37,0,0.0,0.7451,0.3467,1.0,4,37.5,1
cpu_heavy_d002825,cpu_heavy,P3,66,3,42,42,63,0,3,101,35,0.8333,0.6,0.9197,0.0278,3,45.67,0
cpu_heavy_d002825,cpu_heavy,P4,66,10,27,27,56,0,3,88,22,0.8148,0.6747,0.5912,0.0435,3,45.67,1
cpu_heavy_d002825,cpu_heavy,P5,66,11,68,68,55,0,5,212,146,2.1471,0.4472,1.4891,0.0068,3,45.67,0
cpu_heavy_d002826,cpu_heavy,P3,93,3,42,42,90,0,3,101,8,0.1905,0.6818,0.7636,0.1111,2,55.0,1
cpu_heavy_d002826,cpu_heavy,P5,93,11,68,68,82,0,5,212,119,1.75,0.5467,1.2364,0.0083,2,55.0,0
cpu_heavy_d002827,cpu_heavy,P5,135,11,68,68,124,0,5,212,77,1.1324,0.6458,1.0,0.0128,1,68.0,1
mixed_d002828,mixed,P1,0,0,6,6,0,0,5,22,22,3.6667,0.0,1.0,0.0435,1,6.0,1
mixed_d002829,mixed,P2,6,1,4,4,5,1,5,11,5,1.25,0.5556,0.4286,0.1667,6,9.33,0
mixed_d002829,mixed,P3,6,1,18,18,5,0,4,70,64,3.5556,0.2174,1.9286,0.0154,6,9.33,0
mixed_d002829,mixed,P4,6,2,1,1,4,1,1,4,0,0.0,0.8,0.1071,1.0,6,9.33,1
mixed_d002829,mixed,P5,6,2,6,6,4,1,4,17,11,1.8333,0.4,0.6429,0.0833,6,9.33,0
mixed_d002829,mixed,P6,6,5,22,22,1,0,2,92,86,3.9091,0.0435,2.3571,0.0115,6,9.33,0
mixed_d002829,mixed,P7,6,5,5,5,1,0,2,26,20,4.0,0.1667,0.5357,0.0476,6,9.33,0
mixed_d002830,mixed,P2,7,1,4,4,6,1,5,11,4,1.0,0.6,0.3636,0.2,5,11.0,1
mixed_d002830,mixed,P3,7,1,18,18,6,0,4,70,63,3.5,0.25,1.6364,0.0156,5,11.0,0
mixed_d002830,mixed,P5,7,2,6,6,5,1,4,17,10,1.6667,0.4545,0.5455,0.0909,5,11.0,0
mixed_d002830,mixed,P6,7,5,22,22,2,0,2,92,85,3.8636,0.0833,2.0,0.0116,5,11.0,0
mixed_d002830,mixed,P7,7,5,5,5,2,0,2,26,19,3.8,0.2857,0.4545,0.05,5,11.0,0
mixed_d002831,mixed,P3,11,1,18,18,10,0,4,70,59,3.2778,0.3571,1.4118,0.0167,4,12.75,0
mixed_d002831,mixed,P5,11,2,6,6,9,1,4,17,6,1.0,0.6,0.4706,0.1429,4,12.75,0
mixed_d002831,mixed,P6,11,5,22,22,6,0,2,92,81,3.6818,0.2143,1.7255,0.0122,4,12.75,0
mixed_d002831,mixed,P7,11,5,5,5,6,0,2,26,15,3.0,0.5455,0.3922,0.0625,4,12.75,1
mixed_d002832,mixed,P3,16,1,18,18,15,0,4,70,54,3.0,0.4545,1.1739,0.0182,3,15.33,0
mixed_d002832,mixed,P5,16,2,6,6,14,1,4,17,1,0.1667,0.7,0.3913,0.5,3,15.33,1
mixed_d002832,mixed,P6,16,5,22,22,11,0,2,92,76,3.4545,0.3333,1.4348,0.013,3,15.33,0
mixed_d002833,mixed,P3,22,1,18,18,21,0,4,70,48,2.6667,0.5385,0.9,0.0204,2,20.0,1
mixed_d002833,mixed,P6,22,5,22,22,17,0,2,92,70,3.1818,0.4359,1.1,0.0141,2,20.0,0
mixed_d002834,mixed,P6,40,5,22,22,35,0,2,92,52,2.3636,0.614,1.0,0.0189,1,22.0,1
io_heavy_d002835,io_heavy,P1,0,0,4,4,0,1,1,15,15,3.75,0.0,1.2,0.0625,3,3.33,0
io_heavy_d002835,io_heavy,P2,0,0,2,2,0,0,1,15,15,7.5,0.0,0.6,0.0625,3,3.33,1
io_heavy_d002835,io_heavy,P3,0,0,4,4,0,1,5,28,28,7.0,0.0,1.2,0.0345,3,3.33,0
io_heavy_d002836,io_heavy,P1,2,0,4,4,2,1,1,15,13,3.25,0.3333,1.3333,0.0714,3,3.0,0
io_heavy_d002836,io_heavy,P3,2,0,4,4,2,1,5,28,26,6.5,0.3333,1.3333,0.037,3,3.0,0
io_heavy_d002836,io_heavy,P4,2,2,1,1,0,1,1,7,5,5.0,0.0,0.3333,0.1667,3,3.0,1
io_heavy_d002837,io_heavy,P1,3,0,4,4,3,1,1,15,12,3.0,0.4286,1.0,0.0769,2,4.0,1
io_heavy_d002837,io_heavy,P3,3,0,4,4,3,1,5,28,25,6.25,0.4286,1.0,0.0385,2,4.0,0
io_heavy_d002838,io_heavy,P3,7,0,4,4,7,1,5,28,21,5.25,0.6364,0.7273,0.0455,4,5.5,0
io_heavy_d002838,io_heavy,P5,7,7,5,5,0,1,3,45,38,7.6,0.0,0.9091,0.0256,4,5.5,0
io_heavy_d002838,io_heavy,P6,7,7,12,12,0,1,5,59,52,4.3333,0.0,2.1818,0.0189,4,5.5,0
io_heavy_d002838,io_heavy,P7,7,7,1,1,0,1,3,11,4,4.0,0.0,0.1818,0.2,4,5.5,1
io_heavy_d002839,io_heavy,P3,8,0,4,4,8,1,5,28,20,5.0,0.6667,0.5714,0.0476,3,7.0,1
io_heavy_d002839,io_heavy,P5,8,7,5,5,1,1,3,45,37,7.4,0.1667,0.7143,0.0263,3,7.0,0
io_heavy_d002839,io_heavy,P6,8,7,12,12,1,1,5,59,51,4.25,0.0769,1.7143,0.0192,3,7.0,0
io_heavy_d002840,io_heavy,P5,12,7,5,5,5,1,3,45,33,6.6,0.5,0.5882,0.0294,2,8.5,1
io_heavy_d002840,io_heavy,P6,12,7,12,12,5,1,5,59,47,3.9167,0.2941,1.4118,0.0208,2,8.5,0
io_heavy_d002841,io_heavy,P6,17,7,12,12,10,1,5,59,42,3.5,0.4545,1.0,0.0233,1,12.0,1
mixed_d002842,mixed,P1,2,2,4,4,0,0,4,17,15,3.75,0.0,1.0,0.0625,1,4.0,1
mixed_d002843,mixed,P2,7,7,10,10,0,0,4,32,25,2.5,0.0,1.0,0.0385,1,10.0,1
mixed_d002844,mixed,P3,17,8,3,3,9,1,5,15,0,0.0,0.75,0.4286,1.0,3,7.0,1
mixed_d002844,mixed,P4,17,8,9,9,9,0,5,39,22,2.4444,0.5,1.2857,0.0435,3,7.0,0
mixed_d002844,mixed,P5,17,8,9,9,9,1,4,26,9,1.0,0.5,1.2857,0.1,3,7.0,0
mixed_d002845,mixed,P4,20,8,9,9,12,0,5,39,19,2.1111,0.5714,1.0,0.05,2,9.0,1
mixed_d002845,mixed,P5,20,8,9,9,12,1,4,26,6,0.6667,0.5714,1.0,0.1429,2,9.0,0
mixed_d002846,mixed,P5,29,8,9,9,21,1,4,26,0,0.0,0.7,1.0,1.0,1,9.0,1
cpu_heavy_d002847,cpu_heavy,P1,0,0,91,91,0,0,4,157,157,1.7253,0.0,1.0,0.0063,1,91.0,1
cpu_heavy_d002848,cpu_heavy,P2,91,1,40,40,90,0,2,81,0,0.0,0.6923,0.8556,1.0,4,46.75,0
cpu_heavy_d002848,cpu_heavy,P3,91,3,137,137,88,0,5,363,272,1.9854,0.3911,2.9305,0.0037,4,46.75,0
cpu_heavy_d002848,cpu_heavy,P4,91,5,5,5,86,0,5,12,0,0.0,0.9451,0.107,1.0,4,46.75,1
cpu_heavy_d002848,cpu_heavy,P5,91,16,5,5,75,0,4,28,0,0.0,0.9375,0.107,1.0,4,46.75,0
cpu_heavy_d002849,cpu_heavy,P2,96,1,40,40,95,0,2,81,0,0.0,0.7037,0.6593,1.0,3,60.67,0
cpu_heavy_d002849,cpu_heavy,P3,96,3,137,137,93,0,5,363,267,1.9489,0.4043,2.2582,0.0037,3,60.67,0
cpu_heavy_d002849,cpu_heavy,P5,96,16,5,5,80,0,4,28,0,0.0,0.9412,0.0824,1.0,3,60.67,1
cpu_heavy_d002850,cpu_heavy,P2,101,1,40,40,100,0,2,81,0,0.0,0.7143,0.452,1.0,2,88.5,1
cpu_heavy_d002850,cpu_heavy,P3,101,3,137,137,98,0,5,363,262,1.9124,0.417,1.548,0.0038,2,88.5,0
cpu_heavy_d002851,cpu_heavy,P3,141,3,137,137,138,0,5,363,222,1.6204,0.5018,1.0,0.0045,1,137.0,1
cpu_heavy_d002852,cpu_heavy,P1,0,0,14,14,0,0,2,26,26,1.8571,0.0,1.0,0.037,1,14.0,1
cpu_heavy_d002853,cpu_heavy,P2,14,5,183,183,9,0,1,392,378,2.0656,0.0469,2.5505,0.0026,4,71.75,0
cpu_heavy_d002853,cpu_heavy,P3,14,5,49,49,9,0,4,116,102,2.0816,0.1552,0.6829,0.0097,4,71.75,0
cpu_heavy_d002853,cpu_heavy,P4,14,6,51,51,8,0,3,100,86,1.6863,0.1356,0.7108,0.0115,4,71.75,0
cpu_heavy_d002853,cpu_heavy,P5,14,13,4,4,1,0,3,23,9,2.25,0.2,0.0557,0.1,4,71.75,1
cpu_heavy_d002854,cpu_heavy,P2,18,5,183,183,13,0,1,392,374,2.0437,0.0663,1.9399,0.0027,3,94.33,0
cpu_heavy_d002854,cpu_heavy,P3,18,5,49,49,13,0,4,116,98,2.0,0.2097,0.5194,0.0101,3,94.33,1
cpu_heavy_d002854,cpu_heavy,P4,18,6,51,51,12,0,3,100,82,1.6078,0.1905,0.5406,0.012,3,94.33,0
cpu_heavy_d002855,cpu_heavy,P2,67,5,183,183,62,0,1,392,325,1.776,0.2531,1.5641,0.0031,2,117.0,0
cpu_heavy_d002855,cpu_heavy,P4,67,6,51,51,61,0,3,100,33,0.6471,0.5446,0.4359,0.0294,2,117.0,1
cpu_heavy_d002856,cpu_heavy,P2,118,5,183,183,113,0,1,392,274,1.4973,0.3818,1.0,0.0036,1,183.0,1
cpu_heavy_d002857,cpu_heavy,P1,0,0,41,41,0,0,3,103,103,2.5122,0.0,1.5185,0.0096,3,27.0,0
cpu_heavy_d002857,cpu_heavy,P2,0,0,14,14,0,0,3,22,22,1.5714,0.0,0.5185,0.0435,3,27.0,1
cpu_heavy_d002857,cpu_heavy,P3,0,0,26,26,0,0,4,61,61,2.3462,0.0,0.963,0.0161,3,27.0,0
cpu_heavy_d002858,cpu_heavy,P1,14,0,41,41,14,0,3,103,89,2.1707,0.2545,1.5472,0.0111,4,26.5,0
cpu_heavy_d002858,cpu_heavy,P3,14,0,26,26,14,0,4,61,47,1.8077,0.35,0.9811,0.0208,4,26.5,0
cpu_heavy_d002858,cpu_heavy,P4,14,1,34,34,13,0,1,102,88,2.5882,0.2766,1.283,0.0112,4,26.5,0
cpu_heavy_d002858,cpu_heavy,P5,14,11,5,5,3,0,2,21,7,1.4,0.375,0.1887,0.125,4,26.5,1
cpu_heavy_d002859,cpu_heavy,P1,19,0,41,41,19,0,3,103,84,2.0488,0.3167,1.2178,0.0118,3,33.67,0
cpu_heavy_d002859,cpu_heavy,P3,19,0,26,26,19,0,4,61,42,1.6154,0.4222,0.7723,0.0233,3,33.67,1
cpu_heavy_d002859,cpu_heavy,P4,19,1,34,34,18,0,1,102,83,2.4412,0.3462,1.0099,0.0119,3,33.67,0
cpu_heavy_d002860,cpu_heavy,P1,45,0,41,41,45,0,3,103,58,1.4146,0.5233,1.0933,0.0169,2,37.5,0
cpu_heavy_d002860,cpu_heavy,P4,45,1,34,34,44,0,1,102,57,1.6765,0.5641,0.9067,0.0172,2,37.5,1
cpu_heavy_d002861,cpu_heavy,P1,79,0,41,41,79,0,3,103,24,0.5854,0.6583,1.0,0.04,1,41.0,1
cpu_heavy_d002862,cpu_heavy,P1,1,1,11,11,0,0,4,18,17,1.5455,0.0,0.5946,0.0556,2,18.5,1
cpu_heavy_d002862,cpu_heavy,P2,1,1,26,26,0,0,3,58,57,2.1923,0.0,1.4054,0.0172,2,18.5,0
cpu_heavy_d002863,cpu_heavy,P2,12,1,26,26,11,0,3,58,46,1.7692,0.2973,1.8384,0.0213,7,14.14,0
cpu_heavy_d002863,cpu_heavy,P3,12,4,1,1,8,1,3,6,0,0.0,0.8889,0.0707,1.0,7,14.14,1
cpu_heavy_d002863,cpu_heavy,P4,12,4,17,17,8,0,4,54,42,2.4706,0.32,1.202,0.0233,7,14.14,0
cpu_heavy_d002863,cpu_heavy,P5,12,4,17,17,8,0,5,49,37,2.1765,0.32,1.202,0.0263,7,14.14,0
cpu_heavy_d002863,cpu_heavy,P6,12,9,5,5,3,0,1,23,11,2.2,0.375,0.3535,0.0833,7,14.14,0
cpu_heavy_d002863,cpu_heavy,P7,12,9,17,17,3,0,2,51,39,2.2941,0.15,1.202,0.025,7,14.14,0
cpu_heavy_d002863,cpu_heavy,P8,12,12,16,16,0,0,4,48,36,2.25,0.0,1.1313,0.027,7,14.14,0
cpu_heavy_d002864,cpu_heavy,P2,13,1,26,26,12,0,3,58,45,1.7308,0.3158,1.5918,0.0217,6,16.33,0
cpu_heavy_d002864,cpu_heavy,P4,13,4,17,17,9,0,4,54,41,2.4118,0.3462,1.0408,0.0238,6,16.33,0
cpu_heavy_d002864,cpu_heavy,P5,13,4,17,17,9,0,5,49,36,2.1176,0.3462,1.0408,0.027,6,16.33,0
cpu_heavy_d002864,cpu_heavy,P6,13,9,5,5,4,0,1,23,10,2.0,0.4444,0.3061,0.0909,6,16.33,1
cpu_heavy_d002864,cpu_heavy,P7,13,9,17,17,4,0,2,51,38,2.2353,0.1905,1.0408,0.0256,6,16.33,0
cpu_heavy_d002864,cpu_heavy,P8,13,12,16,16,1,0,4,48,35,2.1875,0.0588,0.9796,0.0278,6,16.33,0
cpu_heavy_d002865,cpu_heavy,P2,18,1,26,26,17,0,3,58,40,1.5385,0.3953,1.3978,0.0244,5,18.6,0
cpu_heavy_d002865,cpu_heavy,P4,18,4,17,17,14,0,4,54,36,2.1176,0.4516,0.914,0.027,5,18.6,0
cpu_heavy_d002865,cpu_heavy,P5,18,4,17,17,14,0,5,49,31,1.8235,0.4516,0.914,0.0312,5,18.6,0
cpu_heavy_d002865,cpu_heavy,P7,18,9,17,17,9,0,2,51,33,1.9412,0.3462,0.914,0.0294,5,18.6,0
cpu_heavy_d002865,cpu_heavy,P8,18,12,16,16,6,0,4,48,30,1.875,0.2727,0.8602,0.0323,5,18.6,1
cpu_heavy_d002866,cpu_heavy,P2,34,1,26,26,33,0,3,58,24,0.9231,0.5593,1.3506,0.04,4,19.25,0
cpu_heavy_d002866,cpu_heavy,P4,34,4,17,17,30,0,4,54,20,1.1765,0.6383,0.8831,0.0476,4,19.25,1
cpu_heavy_d002866,cpu_heavy,P5,34,4,17,17,30,0,5,49,15,0.8824,0.6383,0.8831,0.0625,4,19.25,0
cpu_heavy_d002866,cpu_heavy,P7,34,9,17,17,25,0,2,51,17,1.0,0.5952,0.8831,0.0556,4,19.25,0
cpu_heavy_d002867,cpu_heavy,P2,51,1,26,26,50,0,3,58,7,0.2692,0.6579,1.3,0.125,3,20.0,0
cpu_heavy_d002867,cpu_heavy,P5,51,4,17,17,47,0,5,49,0,0.0,0.7344,0.85,1.0,3,20.0,1
cpu_heavy_d002867,cpu_heavy,P7,51,9,17,17,42,0,2,51,0,0.0,0.7119,0.85,1.0,3,20.0,0
cpu_heavy_d002868,cpu_heavy,P2,68,1,26,26,67,0,3,58,0,0.0,0.7204,1.2093,1.0,2,21.5,0
